WT_1.fastq.gz,WT
WT_2.fastq.gz,WT
WT_3.fastq.gz,WT
Mutant_1.fastq.gz,FUS_KO
Mutant_2.fastq.gz,FUS_KO
Mutant_3.fastq.gz,FUS_KO
